Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario08_min16_mx4_res50_q10_ord2;T4;-5.0;1.44;-8.18;1.64;-0.04;0.84
cenario08_min16_mx4_res50_q10_ord2;T4;-4.0;1.39;-6.54;1.62;0.06;0.84
cenario08_min16_mx4_res50_q10_ord2;T4;-3.0;1.31;-4.94;1.56;0.25;0.85
cenario08_min16_mx4_res50_q10_ord2;T4;-2.0;1.21;-3.42;1.41;0.59;0.87
cenario08_min16_mx4_res50_q10_ord2;T4;-1.0;1.11;-2.11;1.22;0.89;0.9
cenario08_min16_mx4_res50_q10_ord2;T4;1.0;1.02;0.02;0.98;0.97;0.92
cenario08_min16_mx4_res50_q10_ord2;T4;2.0;0.98;0.96;0.89;0.83;0.92
cenario08_min16_mx4_res50_q10_ord2;T4;3.0;0.93;1.8;0.79;0.57;0.91
cenario08_min16_mx4_res50_q10_ord2;T4;4.0;0.88;2.54;0.71;0.3;0.89
cenario08_min16_mx4_res50_q10_ord2;T4;5.0;0.84;3.22;0.67;0.14;0.87
cenario08_min16_mx4_res50_q10_ord2;T4;6.0;0.81;3.88;0.66;0.07;0.85
cenario08_min16_mx4_res50_q10_ord2;T4;7.0;0.79;4.53;0.65;0.05;0.84
cenario08_min16_mx4_res50_q10_ord2;T4;8.0;0.77;5.19;0.65;0.04;0.84
cenario08_min16_mx4_res50_q10_ord2;T4;9.0;0.76;5.84;0.65;0.04;0.83
cenario08_min16_mx4_res50_q10_ord2;T4;10.0;0.75;6.49;0.65;0.03;0.82
cenario09_min16_mx8_res30_q5_ord1;T4;-5.0;1.27;-7.33;1.48;-0.08;0.91
cenario09_min16_mx8_res30_q5_ord1;T4;-4.5;1.24;-6.59;1.47;-0.05;0.91
cenario09_min16_mx8_res30_q5_ord1;T4;-4.0;1.21;-5.85;1.46;0.03;0.91
cenario09_min16_mx8_res30_q5_ord1;T4;-3.5;1.18;-5.13;1.43;0.13;0.91
cenario09_min16_mx8_res30_q5_ord1;T4;-3.0;1.14;-4.42;1.39;0.27;0.91
cenario09_min16_mx8_res30_q5_ord1;T4;-2.5;1.1;-3.74;1.32;0.45;0.92
cenario09_min16_mx8_res30_q5_ord1;T4;-2.0;1.05;-3.1;1.23;0.64;0.93
cenario09_min16_mx8_res30_q5_ord1;T4;-1.5;1.01;-2.51;1.13;0.82;0.94
cenario09_min16_mx8_res30_q5_ord1;T4;-1.0;0.97;-1.97;1.04;0.93;0.94
cenario09_min16_mx8_res30_q5_ord1;T4;-0.5;0.94;-1.47;0.98;0.98;0.95
cenario09_min16_mx8_res30_q5_ord1;T4;0.5;0.91;-0.55;0.9;0.99;0.96
cenario09_min16_mx8_res30_q5_ord1;T4;1.0;0.89;-0.11;0.87;0.98;0.96
cenario09_min16_mx8_res30_q5_ord1;T4;1.5;0.88;0.32;0.85;0.95;0.96
cenario09_min16_mx8_res30_q5_ord1;T4;2.0;0.87;0.74;0.81;0.88;0.96
cenario09_min16_mx8_res30_q5_ord1;T4;2.5;0.85;1.13;0.75;0.74;0.96
cenario09_min16_mx8_res30_q5_ord1;T4;3.0;0.83;1.49;0.68;0.55;0.95
cenario09_min16_mx8_res30_q5_ord1;T4;3.5;0.8;1.81;0.63;0.37;0.94
cenario09_min16_mx8_res30_q5_ord1;T4;4.0;0.78;2.12;0.59;0.26;0.94
cenario09_min16_mx8_res30_q5_ord1;T4;4.5;0.76;2.41;0.58;0.2;0.93
cenario09_min16_mx8_res30_q5_ord1;T4;5.0;0.74;2.7;0.57;0.18;0.92
cenario10_min16_mx8_res30_q5_ord2;T4;-5.0;1.55;-8.76;1.79;-0.18;0.84
cenario10_min16_mx8_res30_q5_ord2;T4;-4.5;1.53;-7.87;1.78;-0.15;0.84
cenario10_min16_mx8_res30_q5_ord2;T4;-4.0;1.49;-6.98;1.76;-0.08;0.84
cenario10_min16_mx8_res30_q5_ord2;T4;-3.5;1.46;-6.1;1.74;0.01;0.84
cenario10_min16_mx8_res30_q5_ord2;T4;-3.0;1.41;-5.24;1.7;0.14;0.84
cenario10_min16_mx8_res30_q5_ord2;T4;-2.5;1.36;-4.4;1.64;0.3;0.85
cenario10_min16_mx8_res30_q5_ord2;T4;-2.0;1.3;-3.6;1.55;0.51;0.86
cenario10_min16_mx8_res30_q5_ord2;T4;-1.5;1.24;-2.85;1.41;0.74;0.88
cenario10_min16_mx8_res30_q5_ord2;T4;-1.0;1.19;-2.19;1.28;0.91;0.89
cenario10_min16_mx8_res30_q5_ord2;T4;-0.5;1.15;-1.58;1.19;0.98;0.9
cenario10_min16_mx8_res30_q5_ord2;T4;0.5;1.1;-0.45;1.08;0.99;0.91
cenario10_min16_mx8_res30_q5_ord2;T4;1.0;1.08;0.08;1.04;0.96;0.91
cenario10_min16_mx8_res30_q5_ord2;T4;1.5;1.06;0.59;1.0;0.91;0.91
cenario10_min16_mx8_res30_q5_ord2;T4;2.0;1.04;1.08;0.96;0.84;0.91
cenario10_min16_mx8_res30_q5_ord2;T4;2.5;1.02;1.55;0.91;0.73;0.91
cenario10_min16_mx8_res30_q5_ord2;T4;3.0;1.0;1.99;0.86;0.58;0.9
cenario10_min16_mx8_res30_q5_ord2;T4;3.5;0.97;2.41;0.81;0.43;0.89
cenario10_min16_mx8_res30_q5_ord2;T4;4.0;0.95;2.8;0.78;0.32;0.88
cenario10_min16_mx8_res30_q5_ord2;T4;4.5;0.93;3.19;0.76;0.23;0.87
cenario10_min16_mx8_res30_q5_ord2;T4;5.0;0.91;3.56;0.75;0.2;0.86
cenario11_min16_mx8_res30_q10_ord1;T4;-10.0;1.38;-14.82;1.5;-0.18;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-9.0;1.37;-13.32;1.5;-0.18;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-8.0;1.35;-11.82;1.5;-0.19;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-7.0;1.33;-10.32;1.5;-0.18;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-6.0;1.3;-8.82;1.5;-0.16;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-5.0;1.27;-7.33;1.48;-0.09;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-4.0;1.21;-5.85;1.45;0.05;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-3.0;1.14;-4.42;1.37;0.3;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;-2.0;1.05;-3.1;1.23;0.65;0.93
cenario11_min16_mx8_res30_q10_ord1;T4;-1.0;0.97;-1.97;1.07;0.91;0.94
cenario11_min16_mx8_res30_q10_ord1;T4;1.0;0.89;-0.11;0.88;0.98;0.96
cenario11_min16_mx8_res30_q10_ord1;T4;2.0;0.87;0.74;0.8;0.86;0.96
cenario11_min16_mx8_res30_q10_ord1;T4;3.0;0.83;1.49;0.69;0.57;0.95
cenario11_min16_mx8_res30_q10_ord1;T4;4.0;0.78;2.12;0.6;0.29;0.94
cenario11_min16_mx8_res30_q10_ord1;T4;5.0;0.74;2.7;0.58;0.18;0.92
cenario11_min16_mx8_res30_q10_ord1;T4;6.0;0.71;3.27;0.57;0.17;0.92
cenario11_min16_mx8_res30_q10_ord1;T4;7.0;0.69;3.84;0.57;0.17;0.91
cenario11_min16_mx8_res30_q10_ord1;T4;8.0;0.68;4.41;0.57;0.17;0.9
cenario11_min16_mx8_res30_q10_ord1;T4;9.0;0.67;4.99;0.57;0.16;0.9
cenario11_min16_mx8_res30_q10_ord1;T4;10.0;0.66;5.56;0.57;0.16;0.9
cenario12_min16_mx8_res30_q10_ord2;T4;-10.0;1.68;-17.79;1.81;-0.3;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-9.0;1.66;-15.98;1.81;-0.3;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-8.0;1.65;-14.17;1.81;-0.3;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-7.0;1.62;-12.36;1.81;-0.29;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-6.0;1.59;-10.56;1.8;-0.25;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-5.0;1.55;-8.76;1.79;-0.19;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-4.0;1.49;-6.98;1.76;-0.06;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-3.0;1.41;-5.24;1.69;0.17;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;-2.0;1.3;-3.6;1.53;0.55;0.86
cenario12_min16_mx8_res30_q10_ord2;T4;-1.0;1.19;-2.19;1.32;0.87;0.89
cenario12_min16_mx8_res30_q10_ord2;T4;1.0;1.08;0.08;1.05;0.97;0.91
cenario12_min16_mx8_res30_q10_ord2;T4;2.0;1.04;1.08;0.96;0.83;0.91
cenario12_min16_mx8_res30_q10_ord2;T4;3.0;1.0;1.99;0.86;0.59;0.9
cenario12_min16_mx8_res30_q10_ord2;T4;4.0;0.95;2.8;0.79;0.34;0.88
cenario12_min16_mx8_res30_q10_ord2;T4;5.0;0.91;3.56;0.75;0.19;0.86
cenario12_min16_mx8_res30_q10_ord2;T4;6.0;0.88;4.31;0.74;0.13;0.85
cenario12_min16_mx8_res30_q10_ord2;T4;7.0;0.86;5.04;0.73;0.1;0.84
cenario12_min16_mx8_res30_q10_ord2;T4;8.0;0.85;5.78;0.73;0.09;0.83
cenario12_min16_mx8_res30_q10_ord2;T4;9.0;0.83;6.51;0.73;0.08;0.83
cenario12_min16_mx8_res30_q10_ord2;T4;10.0;0.82;7.24;0.73;0.07;0.82
cenario13_min16_mx8_res50_q5_ord1;T4;-5.0;1.29;-7.45;1.51;-0.12;0.89
cenario13_min16_mx8_res50_q5_ord1;T4;-4.5;1.26;-6.69;1.51;-0.1;0.89
cenario13_min16_mx8_res50_q5_ord1;T4;-4.0;1.23;-5.94;1.5;-0.05;0.9
cenario13_min16_mx8_res50_q5_ord1;T4;-3.5;1.2;-5.19;1.47;0.03;0.9
cenario13_min16_mx8_res50_q5_ord1;T4;-3.0;1.15;-4.46;1.43;0.17;0.91
cenario13_min16_mx8_res50_q5_ord1;T4;-2.5;1.1;-3.76;1.36;0.36;0.91
cenario13_min16_mx8_res50_q5_ord1;T4;-2.0;1.05;-3.1;1.26;0.59;0.92
cenario13_min16_mx8_res50_q5_ord1;T4;-1.5;1.0;-2.51;1.14;0.8;0.93
cenario13_min16_mx8_res50_q5_ord1;T4;-1.0;0.97;-1.97;1.04;0.93;0.94
cenario13_min16_mx8_res50_q5_ord1;T4;-0.5;0.94;-1.47;0.97;0.98;0.95
cenario13_min16_mx8_res50_q5_ord1;T4;0.5;0.9;-0.55;0.89;0.99;0.96
cenario13_min16_mx8_res50_q5_ord1;T4;1.0;0.88;-0.12;0.86;0.98;0.96
cenario13_min16_mx8_res50_q5_ord1;T4;1.5;0.87;0.31;0.84;0.95;0.96
cenario13_min16_mx8_res50_q5_ord1;T4;2.0;0.86;0.72;0.81;0.89;0.96
cenario13_min16_mx8_res50_q5_ord1;T4;2.5;0.85;1.12;0.75;0.77;0.96
cenario13_min16_mx8_res50_q5_ord1;T4;3.0;0.83;1.48;0.69;0.6;0.95
cenario13_min16_mx8_res50_q5_ord1;T4;3.5;0.8;1.81;0.64;0.43;0.94
cenario13_min16_mx8_res50_q5_ord1;T4;4.0;0.78;2.12;0.6;0.3;0.94
cenario13_min16_mx8_res50_q5_ord1;T4;4.5;0.76;2.41;0.59;0.23;0.93
cenario13_min16_mx8_res50_q5_ord1;T4;5.0;0.74;2.71;0.58;0.21;0.92
cenario14_min16_mx8_res50_q5_ord2;T4;-5.0;1.49;-8.47;1.72;-0.11;0.86
cenario14_min16_mx8_res50_q5_ord2;T4;-4.5;1.47;-7.62;1.71;-0.08;0.86
cenario14_min16_mx8_res50_q5_ord2;T4;-4.0;1.44;-6.76;1.7;-0.02;0.86
cenario14_min16_mx8_res50_q5_ord2;T4;-3.5;1.41;-5.92;1.67;0.08;0.86
cenario14_min16_mx8_res50_q5_ord2;T4;-3.0;1.36;-5.09;1.63;0.21;0.87
cenario14_min16_mx8_res50_q5_ord2;T4;-2.5;1.32;-4.29;1.56;0.4;0.87
cenario14_min16_mx8_res50_q5_ord2;T4;-2.0;1.27;-3.54;1.46;0.61;0.88
cenario14_min16_mx8_res50_q5_ord2;T4;-1.5;1.22;-2.83;1.36;0.8;0.89
cenario14_min16_mx8_res50_q5_ord2;T4;-1.0;1.18;-2.18;1.26;0.92;0.89
cenario14_min16_mx8_res50_q5_ord2;T4;-0.5;1.14;-1.57;1.18;0.98;0.9
cenario14_min16_mx8_res50_q5_ord2;T4;0.5;1.09;-0.45;1.07;0.99;0.91
cenario14_min16_mx8_res50_q5_ord2;T4;1.0;1.07;0.07;1.03;0.96;0.91
cenario14_min16_mx8_res50_q5_ord2;T4;1.5;1.05;0.58;0.99;0.91;0.91
cenario14_min16_mx8_res50_q5_ord2;T4;2.0;1.03;1.06;0.95;0.84;0.91
cenario14_min16_mx8_res50_q5_ord2;T4;2.5;1.01;1.53;0.9;0.72;0.91
cenario14_min16_mx8_res50_q5_ord2;T4;3.0;0.99;1.96;0.85;0.58;0.9
cenario14_min16_mx8_res50_q5_ord2;T4;3.5;0.96;2.37;0.8;0.42;0.89
cenario14_min16_mx8_res50_q5_ord2;T4;4.0;0.94;2.76;0.77;0.3;0.88
cenario14_min16_mx8_res50_q5_ord2;T4;4.5;0.92;3.14;0.75;0.21;0.87
cenario14_min16_mx8_res50_q5_ord2;T4;5.0;0.9;3.51;0.74;0.18;0.86
cenario15_min16_mx8_res50_q10_ord1;T4;-10.0;1.41;-15.07;1.52;-0.17;0.89
cenario15_min16_mx8_res50_q10_ord1;T4;-9.0;1.39;-13.55;1.53;-0.18;0.89
cenario15_min16_mx8_res50_q10_ord1;T4;-8.0;1.38;-12.02;1.53;-0.19;0.89
cenario15_min16_mx8_res50_q10_ord1;T4;-7.0;1.36;-10.49;1.53;-0.19;0.89
cenario15_min16_mx8_res50_q10_ord1;T4;-6.0;1.33;-8.97;1.52;-0.17;0.89
cenario15_min16_mx8_res50_q10_ord1;T4;-5.0;1.29;-7.45;1.52;-0.13;0.89
cenario15_min16_mx8_res50_q10_ord1;T4;-4.0;1.23;-5.94;1.49;-0.03;0.9
cenario15_min16_mx8_res50_q10_ord1;T4;-3.0;1.15;-4.46;1.42;0.21;0.91
cenario15_min16_mx8_res50_q10_ord1;T4;-2.0;1.05;-3.1;1.25;0.6;0.92
cenario15_min16_mx8_res50_q10_ord1;T4;-1.0;0.97;-1.97;1.07;0.9;0.94
cenario15_min16_mx8_res50_q10_ord1;T4;1.0;0.88;-0.12;0.87;0.98;0.96
cenario15_min16_mx8_res50_q10_ord1;T4;2.0;0.86;0.72;0.8;0.87;0.96
cenario15_min16_mx8_res50_q10_ord1;T4;3.0;0.83;1.48;0.7;0.61;0.95
cenario15_min16_mx8_res50_q10_ord1;T4;4.0;0.78;2.12;0.61;0.34;0.94
cenario15_min16_mx8_res50_q10_ord1;T4;5.0;0.74;2.71;0.58;0.21;0.92
cenario15_min16_mx8_res50_q10_ord1;T4;6.0;0.71;3.28;0.58;0.18;0.91
cenario15_min16_mx8_res50_q10_ord1;T4;7.0;0.69;3.86;0.58;0.18;0.91
cenario15_min16_mx8_res50_q10_ord1;T4;8.0;0.68;4.44;0.58;0.17;0.9
cenario15_min16_mx8_res50_q10_ord1;T4;9.0;0.67;5.01;0.58;0.17;0.9
cenario15_min16_mx8_res50_q10_ord1;T4;10.0;0.66;5.59;0.58;0.17;0.89
cenario16_min16_mx8_res50_q10_ord2;T4;-10.0;1.61;-17.14;1.73;-0.21;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-9.0;1.6;-15.4;1.73;-0.21;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-8.0;1.58;-13.67;1.73;-0.21;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-7.0;1.56;-11.93;1.73;-0.2;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-6.0;1.53;-10.2;1.73;-0.18;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-5.0;1.49;-8.47;1.72;-0.12;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-4.0;1.44;-6.76;1.69;0.0;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;-3.0;1.36;-5.09;1.61;0.25;0.87
cenario16_min16_mx8_res50_q10_ord2;T4;-2.0;1.27;-3.54;1.46;0.62;0.88
cenario16_min16_mx8_res50_q10_ord2;T4;-1.0;1.18;-2.18;1.28;0.9;0.89
cenario16_min16_mx8_res50_q10_ord2;T4;1.0;1.07;0.07;1.04;0.97;0.91
cenario16_min16_mx8_res50_q10_ord2;T4;2.0;1.03;1.06;0.95;0.83;0.91
cenario16_min16_mx8_res50_q10_ord2;T4;3.0;0.99;1.96;0.85;0.59;0.9
cenario16_min16_mx8_res50_q10_ord2;T4;4.0;0.94;2.76;0.77;0.33;0.88
cenario16_min16_mx8_res50_q10_ord2;T4;5.0;0.9;3.51;0.74;0.17;0.86
cenario16_min16_mx8_res50_q10_ord2;T4;6.0;0.87;4.23;0.72;0.11;0.85
cenario16_min16_mx8_res50_q10_ord2;T4;7.0;0.85;4.96;0.72;0.1;0.84
cenario16_min16_mx8_res50_q10_ord2;T4;8.0;0.83;5.68;0.72;0.09;0.83
cenario16_min16_mx8_res50_q10_ord2;T4;9.0;0.82;6.4;0.72;0.09;0.83
cenario16_min16_mx8_res50_q10_ord2;T4;10.0;0.81;7.12;0.72;0.09;0.82
cenario17_min16_mx10_res30_q5_ord1;T4;-5.0;1.28;-7.4;1.49;-0.06;0.9
cenario17_min16_mx10_res30_q5_ord1;T4;-4.5;1.26;-6.65;1.49;-0.03;0.9
cenario17_min16_mx10_res30_q5_ord1;T4;-4.0;1.23;-5.91;1.47;0.04;0.9
cenario17_min16_mx10_res30_q5_ord1;T4;-3.5;1.2;-5.18;1.44;0.14;0.91
cenario17_min16_mx10_res30_q5_ord1;T4;-3.0;1.16;-4.47;1.4;0.27;0.91
cenario17_min16_mx10_res30_q5_ord1;T4;-2.5;1.11;-3.78;1.34;0.44;0.92
cenario17_min16_mx10_res30_q5_ord1;T4;-2.0;1.07;-3.13;1.25;0.63;0.92
cenario17_min16_mx10_res30_q5_ord1;T4;-1.5;1.02;-2.53;1.15;0.81;0.93
cenario17_min16_mx10_res30_q5_ord1;T4;-1.0;0.98;-1.98;1.06;0.93;0.94
cenario17_min16_mx10_res30_q5_ord1;T4;-0.5;0.95;-1.48;0.99;0.98;0.95
cenario17_min16_mx10_res30_q5_ord1;T4;0.5;0.91;-0.54;0.9;0.99;0.96
cenario17_min16_mx10_res30_q5_ord1;T4;1.0;0.9;-0.1;0.88;0.98;0.96
cenario17_min16_mx10_res30_q5_ord1;T4;1.5;0.89;0.33;0.85;0.95;0.96
cenario17_min16_mx10_res30_q5_ord1;T4;2.0;0.88;0.75;0.82;0.89;0.96
cenario17_min16_mx10_res30_q5_ord1;T4;2.5;0.86;1.15;0.77;0.77;0.95
cenario17_min16_mx10_res30_q5_ord1;T4;3.0;0.84;1.52;0.71;0.6;0.94
cenario17_min16_mx10_res30_q5_ord1;T4;3.5;0.82;1.86;0.66;0.44;0.94
cenario17_min16_mx10_res30_q5_ord1;T4;4.0;0.79;2.18;0.63;0.33;0.93
cenario17_min16_mx10_res30_q5_ord1;T4;4.5;0.77;2.48;0.61;0.27;0.92
cenario17_min16_mx10_res30_q5_ord1;T4;5.0;0.76;2.79;0.61;0.25;0.91
cenario18_min16_mx10_res30_q5_ord2;T4;-5.0;1.62;-9.08;1.87;-0.25;0.84
cenario18_min16_mx10_res30_q5_ord2;T4;-4.5;1.59;-8.15;1.86;-0.23;0.84
cenario18_min16_mx10_res30_q5_ord2;T4;-4.0;1.56;-7.22;1.85;-0.16;0.84
cenario18_min16_mx10_res30_q5_ord2;T4;-3.5;1.52;-6.3;1.82;-0.07;0.84
cenario18_min16_mx10_res30_q5_ord2;T4;-3.0;1.47;-5.4;1.78;0.05;0.85
cenario18_min16_mx10_res30_q5_ord2;T4;-2.5;1.41;-4.52;1.72;0.22;0.86
cenario18_min16_mx10_res30_q5_ord2;T4;-2.0;1.34;-3.68;1.61;0.45;0.87
cenario18_min16_mx10_res30_q5_ord2;T4;-1.5;1.27;-2.91;1.46;0.71;0.88
cenario18_min16_mx10_res30_q5_ord2;T4;-1.0;1.22;-2.22;1.32;0.9;0.89
cenario18_min16_mx10_res30_q5_ord2;T4;-0.5;1.18;-1.59;1.22;0.98;0.9
cenario18_min16_mx10_res30_q5_ord2;T4;0.5;1.12;-0.44;1.1;0.99;0.91
cenario18_min16_mx10_res30_q5_ord2;T4;1.0;1.1;0.1;1.06;0.96;0.91
cenario18_min16_mx10_res30_q5_ord2;T4;1.5;1.08;0.62;1.02;0.91;0.91
cenario18_min16_mx10_res30_q5_ord2;T4;2.0;1.06;1.12;0.97;0.83;0.91
cenario18_min16_mx10_res30_q5_ord2;T4;2.5;1.04;1.59;0.92;0.71;0.91
cenario18_min16_mx10_res30_q5_ord2;T4;3.0;1.01;2.04;0.87;0.57;0.9
cenario18_min16_mx10_res30_q5_ord2;T4;3.5;0.99;2.46;0.82;0.42;0.89
cenario18_min16_mx10_res30_q5_ord2;T4;4.0;0.97;2.87;0.79;0.3;0.88
cenario18_min16_mx10_res30_q5_ord2;T4;4.5;0.95;3.25;0.77;0.21;0.88
cenario18_min16_mx10_res30_q5_ord2;T4;5.0;0.93;3.63;0.76;0.17;0.87
cenario19_min16_mx10_res30_q10_ord1;T4;-10.0;1.39;-14.94;1.51;-0.16;0.91
cenario19_min16_mx10_res30_q10_ord1;T4;-9.0;1.38;-13.43;1.51;-0.16;0.91
cenario19_min16_mx10_res30_q10_ord1;T4;-8.0;1.36;-11.92;1.51;-0.16;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;-7.0;1.34;-10.41;1.51;-0.16;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;-6.0;1.32;-8.9;1.51;-0.13;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;-5.0;1.28;-7.4;1.49;-0.07;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;-4.0;1.23;-5.91;1.46;0.06;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;-3.0;1.16;-4.47;1.39;0.3;0.91
cenario19_min16_mx10_res30_q10_ord1;T4;-2.0;1.07;-3.13;1.24;0.65;0.92
cenario19_min16_mx10_res30_q10_ord1;T4;-1.0;0.98;-1.98;1.08;0.9;0.94
cenario19_min16_mx10_res30_q10_ord1;T4;1.0;0.9;-0.1;0.88;0.98;0.96
cenario19_min16_mx10_res30_q10_ord1;T4;2.0;0.88;0.75;0.81;0.87;0.96
cenario19_min16_mx10_res30_q10_ord1;T4;3.0;0.84;1.52;0.71;0.62;0.94
cenario19_min16_mx10_res30_q10_ord1;T4;4.0;0.79;2.18;0.63;0.36;0.93
cenario19_min16_mx10_res30_q10_ord1;T4;5.0;0.76;2.79;0.61;0.25;0.91
cenario19_min16_mx10_res30_q10_ord1;T4;6.0;0.73;3.39;0.6;0.22;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;7.0;0.71;3.99;0.6;0.21;0.9
cenario19_min16_mx10_res30_q10_ord1;T4;8.0;0.7;4.59;0.6;0.2;0.89
cenario19_min16_mx10_res30_q10_ord1;T4;9.0;0.69;5.19;0.6;0.19;0.89
cenario19_min16_mx10_res30_q10_ord1;T4;10.0;0.68;5.79;0.6;0.19;0.89
cenario20_min16_mx10_res30_q10_ord2;T4;-10.0;1.75;-18.51;1.89;-0.36;0.85
cenario20_min16_mx10_res30_q10_ord2;T4;-9.0;1.74;-16.62;1.89;-0.37;0.85
cenario20_min16_mx10_res30_q10_ord2;T4;-8.0;1.72;-14.73;1.89;-0.37;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;-7.0;1.69;-12.85;1.89;-0.36;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;-6.0;1.66;-10.96;1.88;-0.33;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;-5.0;1.62;-9.08;1.87;-0.27;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;-4.0;1.56;-7.22;1.84;-0.14;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;-3.0;1.47;-5.4;1.77;0.09;0.85
cenario20_min16_mx10_res30_q10_ord2;T4;-2.0;1.34;-3.68;1.59;0.5;0.87
cenario20_min16_mx10_res30_q10_ord2;T4;-1.0;1.22;-2.22;1.36;0.86;0.89
cenario20_min16_mx10_res30_q10_ord2;T4;1.0;1.1;0.1;1.06;0.96;0.91
cenario20_min16_mx10_res30_q10_ord2;T4;2.0;1.06;1.12;0.97;0.82;0.91
cenario20_min16_mx10_res30_q10_ord2;T4;3.0;1.01;2.04;0.87;0.58;0.9
cenario20_min16_mx10_res30_q10_ord2;T4;4.0;0.97;2.87;0.8;0.32;0.88
cenario20_min16_mx10_res30_q10_ord2;T4;5.0;0.93;3.63;0.76;0.16;0.87
cenario20_min16_mx10_res30_q10_ord2;T4;6.0;0.9;4.38;0.75;0.1;0.86
cenario20_min16_mx10_res30_q10_ord2;T4;7.0;0.88;5.13;0.74;0.07;0.85
cenario20_min16_mx10_res30_q10_ord2;T4;8.0;0.86;5.87;0.74;0.07;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;9.0;0.85;6.61;0.74;0.06;0.84
cenario20_min16_mx10_res30_q10_ord2;T4;10.0;0.84;7.35;0.74;0.06;0.84
cenario21_min16_mx10_res50_q5_ord1;T4;-5.0;1.3;-7.51;1.52;-0.11;0.9
cenario21_min16_mx10_res50_q5_ord1;T4;-4.5;1.28;-6.74;1.52;-0.09;0.9
cenario21_min16_mx10_res50_q5_ord1;T4;-4.0;1.25;-5.99;1.5;-0.02;0.9
cenario21_min16_mx10_res50_q5_ord1;T4;-3.5;1.21;-5.24;1.48;0.07;0.9
cenario21_min16_mx10_res50_q5_ord1;T4;-3.0;1.17;-4.51;1.44;0.21;0.91
cenario21_min16_mx10_res50_q5_ord1;T4;-2.5;1.12;-3.81;1.37;0.39;0.92
cenario21_min16_mx10_res50_q5_ord1;T4;-2.0;1.07;-3.14;1.27;0.6;0.92
cenario21_min16_mx10_res50_q5_ord1;T4;-1.5;1.02;-2.54;1.16;0.8;0.93
cenario21_min16_mx10_res50_q5_ord1;T4;-1.0;0.98;-1.98;1.06;0.92;0.94
cenario21_min16_mx10_res50_q5_ord1;T4;-0.5;0.95;-1.48;0.99;0.98;0.95
cenario21_min16_mx10_res50_q5_ord1;T4;0.5;0.91;-0.54;0.9;0.99;0.96
cenario21_min16_mx10_res50_q5_ord1;T4;1.0;0.9;-0.1;0.87;0.98;0.96
cenario21_min16_mx10_res50_q5_ord1;T4;1.5;0.89;0.33;0.85;0.95;0.96
cenario21_min16_mx10_res50_q5_ord1;T4;2.0;0.87;0.75;0.81;0.88;0.96
cenario21_min16_mx10_res50_q5_ord1;T4;2.5;0.86;1.14;0.76;0.75;0.95
cenario21_min16_mx10_res50_q5_ord1;T4;3.0;0.84;1.51;0.69;0.55;0.95
cenario21_min16_mx10_res50_q5_ord1;T4;3.5;0.81;1.83;0.63;0.36;0.94
cenario21_min16_mx10_res50_q5_ord1;T4;4.0;0.78;2.13;0.59;0.23;0.93
cenario21_min16_mx10_res50_q5_ord1;T4;4.5;0.76;2.42;0.58;0.17;0.92
cenario21_min16_mx10_res50_q5_ord1;T4;5.0;0.74;2.71;0.57;0.15;0.92
cenario22_min16_mx10_res50_q5_ord2;T4;-5.0;1.56;-8.81;1.8;-0.19;0.86
cenario22_min16_mx10_res50_q5_ord2;T4;-4.5;1.54;-7.91;1.8;-0.17;0.86
