Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario48_min32_mx10_res50_q10_ord2;O2;-4.0;1.24;-5.97;1.48;0.04;0.86
cenario48_min32_mx10_res50_q10_ord2;O2;-3.0;1.17;-4.51;1.41;0.29;0.87
cenario48_min32_mx10_res50_q10_ord2;O2;-2.0;1.08;-3.16;1.26;0.64;0.89
cenario48_min32_mx10_res50_q10_ord2;O2;-1.0;1.0;-2.0;1.09;0.91;0.91
cenario48_min32_mx10_res50_q10_ord2;O2;1.0;0.9;-0.1;0.88;0.97;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;2.0;0.87;0.75;0.8;0.86;0.93
cenario48_min32_mx10_res50_q10_ord2;O2;3.0;0.84;1.51;0.7;0.59;0.91
cenario48_min32_mx10_res50_q10_ord2;O2;4.0;0.79;2.15;0.61;0.28;0.89
cenario48_min32_mx10_res50_q10_ord2;O2;5.0;0.74;2.72;0.56;0.1;0.87
cenario48_min32_mx10_res50_q10_ord2;O2;6.0;0.71;3.27;0.55;0.05;0.85
cenario48_min32_mx10_res50_q10_ord2;O2;7.0;0.69;3.83;0.55;0.04;0.84
cenario48_min32_mx10_res50_q10_ord2;O2;8.0;0.67;4.38;0.55;0.05;0.84
cenario48_min32_mx10_res50_q10_ord2;O2;9.0;0.66;4.93;0.55;0.05;0.83
cenario48_min32_mx10_res50_q10_ord2;O2;10.0;0.65;5.49;0.55;0.06;0.82
cenario49_min64_mx4_res30_q5_ord1;O2;-5.0;0.86;-5.31;1.0;0.33;0.94
cenario49_min64_mx4_res30_q5_ord1;O2;-4.5;0.85;-4.82;0.99;0.36;0.94
cenario49_min64_mx4_res30_q5_ord1;O2;-4.0;0.83;-4.32;0.97;0.43;0.95
cenario49_min64_mx4_res30_q5_ord1;O2;-3.5;0.81;-3.84;0.95;0.52;0.95
cenario49_min64_mx4_res30_q5_ord1;O2;-3.0;0.79;-3.38;0.92;0.63;0.96
cenario49_min64_mx4_res30_q5_ord1;O2;-2.5;0.77;-2.93;0.87;0.75;0.97
cenario49_min64_mx4_res30_q5_ord1;O2;-2.0;0.75;-2.5;0.82;0.86;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;-1.5;0.74;-2.1;0.78;0.93;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;-1.0;0.72;-1.72;0.75;0.97;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;-0.5;0.71;-1.36;0.72;0.99;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;0.5;0.69;-0.65;0.68;1.0;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;1.0;0.68;-0.32;0.67;0.98;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;1.5;0.67;0.01;0.64;0.95;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;2.0;0.66;0.32;0.6;0.88;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;2.5;0.65;0.61;0.55;0.76;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;3.0;0.62;0.87;0.49;0.59;0.99
cenario49_min64_mx4_res30_q5_ord1;O2;3.5;0.6;1.1;0.43;0.41;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;4.0;0.58;1.31;0.39;0.27;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;4.5;0.55;1.5;0.37;0.18;0.98
cenario49_min64_mx4_res30_q5_ord1;O2;5.0;0.54;1.68;0.37;0.15;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;-5.0;0.93;-5.66;1.06;0.34;0.91
cenario50_min64_mx4_res30_q5_ord2;O2;-4.5;0.92;-5.13;1.06;0.38;0.92
cenario50_min64_mx4_res30_q5_ord2;O2;-4.0;0.9;-4.6;1.04;0.45;0.92
cenario50_min64_mx4_res30_q5_ord2;O2;-3.5;0.88;-4.09;1.02;0.54;0.93
cenario50_min64_mx4_res30_q5_ord2;O2;-3.0;0.86;-3.59;0.99;0.63;0.93
cenario50_min64_mx4_res30_q5_ord2;O2;-2.5;0.84;-3.1;0.95;0.73;0.94
cenario50_min64_mx4_res30_q5_ord2;O2;-2.0;0.82;-2.64;0.9;0.83;0.95
cenario50_min64_mx4_res30_q5_ord2;O2;-1.5;0.8;-2.2;0.86;0.91;0.96
cenario50_min64_mx4_res30_q5_ord2;O2;-1.0;0.78;-1.78;0.82;0.97;0.96
cenario50_min64_mx4_res30_q5_ord2;O2;-0.5;0.77;-1.38;0.78;0.99;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;0.5;0.74;-0.63;0.73;0.99;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;1.0;0.73;-0.27;0.71;0.98;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;1.5;0.72;0.08;0.68;0.94;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;2.0;0.71;0.41;0.64;0.87;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;2.5;0.69;0.72;0.58;0.74;0.97
cenario50_min64_mx4_res30_q5_ord2;O2;3.0;0.67;1.0;0.51;0.54;0.96
cenario50_min64_mx4_res30_q5_ord2;O2;3.5;0.64;1.23;0.45;0.34;0.95
cenario50_min64_mx4_res30_q5_ord2;O2;4.0;0.61;1.44;0.4;0.17;0.94
cenario50_min64_mx4_res30_q5_ord2;O2;4.5;0.59;1.64;0.38;0.06;0.94
cenario50_min64_mx4_res30_q5_ord2;O2;5.0;0.56;1.82;0.37;0.03;0.93
cenario51_min64_mx4_res30_q10_ord1;O2;-10.0;0.94;-10.45;1.04;0.07;0.92
cenario51_min64_mx4_res30_q10_ord1;O2;-9.0;0.93;-9.41;1.04;0.09;0.92
cenario51_min64_mx4_res30_q10_ord1;O2;-8.0;0.92;-8.38;1.03;0.12;0.93
cenario51_min64_mx4_res30_q10_ord1;O2;-7.0;0.91;-7.35;1.03;0.16;0.93
cenario51_min64_mx4_res30_q10_ord1;O2;-6.0;0.89;-6.32;1.02;0.22;0.93
cenario51_min64_mx4_res30_q10_ord1;O2;-5.0;0.86;-5.31;1.0;0.31;0.94
cenario51_min64_mx4_res30_q10_ord1;O2;-4.0;0.83;-4.32;0.97;0.45;0.95
cenario51_min64_mx4_res30_q10_ord1;O2;-3.0;0.79;-3.38;0.91;0.65;0.96
cenario51_min64_mx4_res30_q10_ord1;O2;-2.0;0.75;-2.5;0.83;0.85;0.98
cenario51_min64_mx4_res30_q10_ord1;O2;-1.0;0.72;-1.72;0.76;0.97;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;1.0;0.68;-0.32;0.66;0.98;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;2.0;0.66;0.32;0.59;0.86;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;3.0;0.62;0.87;0.49;0.6;0.99
cenario51_min64_mx4_res30_q10_ord1;O2;4.0;0.58;1.31;0.4;0.3;0.98
cenario51_min64_mx4_res30_q10_ord1;O2;5.0;0.54;1.68;0.37;0.15;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;6.0;0.51;2.04;0.36;0.12;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;7.0;0.49;2.4;0.36;0.12;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;8.0;0.47;2.76;0.36;0.12;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;9.0;0.46;3.12;0.36;0.12;0.97
cenario51_min64_mx4_res30_q10_ord1;O2;10.0;0.45;3.48;0.36;0.12;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;-10.0;1.02;-11.16;1.11;0.02;0.9
cenario52_min64_mx4_res30_q10_ord2;O2;-9.0;1.01;-10.05;1.11;0.04;0.9
cenario52_min64_mx4_res30_q10_ord2;O2;-8.0;0.99;-8.94;1.11;0.08;0.9
cenario52_min64_mx4_res30_q10_ord2;O2;-7.0;0.98;-7.83;1.1;0.14;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-6.0;0.96;-6.74;1.09;0.22;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-5.0;0.93;-5.66;1.07;0.32;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;-4.0;0.9;-4.6;1.04;0.46;0.92
cenario52_min64_mx4_res30_q10_ord2;O2;-3.0;0.86;-3.59;0.98;0.64;0.93
cenario52_min64_mx4_res30_q10_ord2;O2;-2.0;0.82;-2.64;0.9;0.84;0.95
cenario52_min64_mx4_res30_q10_ord2;O2;-1.0;0.78;-1.78;0.82;0.96;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;1.0;0.73;-0.27;0.71;0.97;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;2.0;0.71;0.41;0.63;0.85;0.97
cenario52_min64_mx4_res30_q10_ord2;O2;3.0;0.67;1.0;0.52;0.55;0.96
cenario52_min64_mx4_res30_q10_ord2;O2;4.0;0.61;1.44;0.41;0.21;0.94
cenario52_min64_mx4_res30_q10_ord2;O2;5.0;0.56;1.82;0.37;0.03;0.93
cenario52_min64_mx4_res30_q10_ord2;O2;6.0;0.53;2.19;0.36;-0.01;0.92
cenario52_min64_mx4_res30_q10_ord2;O2;7.0;0.51;2.55;0.36;0.0;0.91
cenario52_min64_mx4_res30_q10_ord2;O2;8.0;0.49;2.91;0.37;0.02;0.9
cenario52_min64_mx4_res30_q10_ord2;O2;9.0;0.48;3.28;0.37;0.03;0.89
cenario52_min64_mx4_res30_q10_ord2;O2;10.0;0.47;3.65;0.37;0.03;0.89
cenario53_min64_mx4_res50_q5_ord1;O2;-5.0;0.86;-5.3;0.99;0.33;0.93
cenario53_min64_mx4_res50_q5_ord1;O2;-4.5;0.84;-4.8;0.99;0.36;0.94
cenario53_min64_mx4_res50_q5_ord1;O2;-4.0;0.83;-4.31;0.97;0.44;0.94
cenario53_min64_mx4_res50_q5_ord1;O2;-3.5;0.81;-3.83;0.95;0.52;0.95
cenario53_min64_mx4_res50_q5_ord1;O2;-3.0;0.79;-3.37;0.91;0.63;0.96
cenario53_min64_mx4_res50_q5_ord1;O2;-2.5;0.77;-2.92;0.87;0.74;0.97
cenario53_min64_mx4_res50_q5_ord1;O2;-2.0;0.75;-2.5;0.82;0.85;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;-1.5;0.73;-2.1;0.78;0.93;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;-1.0;0.72;-1.72;0.74;0.97;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;-0.5;0.71;-1.35;0.72;0.99;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;0.5;0.69;-0.66;0.68;1.0;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;1.0;0.68;-0.32;0.66;0.98;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;1.5;0.67;0.0;0.63;0.94;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;2.0;0.65;0.31;0.59;0.87;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;2.5;0.64;0.59;0.52;0.72;0.99
cenario53_min64_mx4_res50_q5_ord1;O2;3.0;0.61;0.83;0.45;0.53;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;3.5;0.58;1.04;0.39;0.33;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;4.0;0.56;1.23;0.36;0.2;0.98
cenario53_min64_mx4_res50_q5_ord1;O2;4.5;0.53;1.4;0.34;0.13;0.97
cenario53_min64_mx4_res50_q5_ord1;O2;5.0;0.51;1.57;0.33;0.11;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;-5.0;0.92;-5.61;1.05;0.36;0.91
cenario54_min64_mx4_res50_q5_ord2;O2;-4.5;0.91;-5.09;1.04;0.39;0.92
cenario54_min64_mx4_res50_q5_ord2;O2;-4.0;0.89;-4.57;1.03;0.47;0.92
cenario54_min64_mx4_res50_q5_ord2;O2;-3.5;0.87;-4.06;1.0;0.55;0.93
cenario54_min64_mx4_res50_q5_ord2;O2;-3.0;0.86;-3.57;0.97;0.65;0.93
cenario54_min64_mx4_res50_q5_ord2;O2;-2.5;0.83;-3.09;0.94;0.75;0.94
cenario54_min64_mx4_res50_q5_ord2;O2;-2.0;0.81;-2.63;0.89;0.84;0.95
cenario54_min64_mx4_res50_q5_ord2;O2;-1.5;0.79;-2.19;0.85;0.92;0.96
cenario54_min64_mx4_res50_q5_ord2;O2;-1.0;0.78;-1.78;0.81;0.97;0.96
cenario54_min64_mx4_res50_q5_ord2;O2;-0.5;0.76;-1.38;0.78;0.99;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;0.5;0.74;-0.63;0.73;0.99;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;1.0;0.73;-0.27;0.7;0.98;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;1.5;0.72;0.07;0.68;0.94;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;2.0;0.7;0.41;0.64;0.88;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;2.5;0.69;0.72;0.59;0.77;0.97
cenario54_min64_mx4_res50_q5_ord2;O2;3.0;0.67;1.0;0.53;0.6;0.96
cenario54_min64_mx4_res50_q5_ord2;O2;3.5;0.64;1.25;0.47;0.41;0.95
cenario54_min64_mx4_res50_q5_ord2;O2;4.0;0.62;1.47;0.43;0.25;0.94
cenario54_min64_mx4_res50_q5_ord2;O2;4.5;0.6;1.68;0.4;0.14;0.94
cenario54_min64_mx4_res50_q5_ord2;O2;5.0;0.58;1.88;0.39;0.09;0.93
cenario55_min64_mx4_res50_q10_ord1;O2;-10.0;0.94;-10.44;1.04;0.03;0.92
cenario55_min64_mx4_res50_q10_ord1;O2;-9.0;0.93;-9.4;1.04;0.05;0.92
cenario55_min64_mx4_res50_q10_ord1;O2;-8.0;0.92;-8.36;1.03;0.09;0.92
cenario55_min64_mx4_res50_q10_ord1;O2;-7.0;0.9;-7.33;1.03;0.14;0.92
cenario55_min64_mx4_res50_q10_ord1;O2;-6.0;0.88;-6.31;1.02;0.21;0.92
cenario55_min64_mx4_res50_q10_ord1;O2;-5.0;0.86;-5.3;1.0;0.31;0.93
cenario55_min64_mx4_res50_q10_ord1;O2;-4.0;0.83;-4.31;0.97;0.45;0.94
cenario55_min64_mx4_res50_q10_ord1;O2;-3.0;0.79;-3.37;0.91;0.64;0.96
cenario55_min64_mx4_res50_q10_ord1;O2;-2.0;0.75;-2.5;0.82;0.85;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;-1.0;0.72;-1.72;0.75;0.97;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;1.0;0.68;-0.32;0.65;0.97;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;2.0;0.65;0.31;0.58;0.85;0.99
cenario55_min64_mx4_res50_q10_ord1;O2;3.0;0.61;0.83;0.46;0.54;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;4.0;0.56;1.23;0.37;0.24;0.98
cenario55_min64_mx4_res50_q10_ord1;O2;5.0;0.51;1.57;0.34;0.11;0.97
cenario55_min64_mx4_res50_q10_ord1;O2;6.0;0.48;1.9;0.33;0.1;0.97
cenario55_min64_mx4_res50_q10_ord1;O2;7.0;0.46;2.23;0.33;0.11;0.97
cenario55_min64_mx4_res50_q10_ord1;O2;8.0;0.45;2.57;0.34;0.12;0.96
cenario55_min64_mx4_res50_q10_ord1;O2;9.0;0.43;2.9;0.34;0.13;0.96
cenario55_min64_mx4_res50_q10_ord1;O2;10.0;0.42;3.24;0.34;0.13;0.96
cenario56_min64_mx4_res50_q10_ord2;O2;-10.0;1.01;-11.05;1.1;0.03;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-9.0;0.99;-9.95;1.1;0.05;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-8.0;0.98;-8.85;1.09;0.09;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-7.0;0.97;-7.76;1.09;0.15;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-6.0;0.95;-6.68;1.07;0.23;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-5.0;0.92;-5.61;1.06;0.33;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;-4.0;0.89;-4.57;1.02;0.48;0.92
cenario56_min64_mx4_res50_q10_ord2;O2;-3.0;0.86;-3.57;0.97;0.66;0.93
cenario56_min64_mx4_res50_q10_ord2;O2;-2.0;0.81;-2.63;0.89;0.84;0.95
cenario56_min64_mx4_res50_q10_ord2;O2;-1.0;0.78;-1.78;0.82;0.96;0.96
cenario56_min64_mx4_res50_q10_ord2;O2;1.0;0.73;-0.27;0.7;0.98;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;2.0;0.7;0.41;0.64;0.87;0.97
cenario56_min64_mx4_res50_q10_ord2;O2;3.0;0.67;1.0;0.53;0.6;0.96
cenario56_min64_mx4_res50_q10_ord2;O2;4.0;0.62;1.47;0.44;0.28;0.94
cenario56_min64_mx4_res50_q10_ord2;O2;5.0;0.58;1.88;0.39;0.09;0.93
cenario56_min64_mx4_res50_q10_ord2;O2;6.0;0.54;2.26;0.38;0.03;0.92
cenario56_min64_mx4_res50_q10_ord2;O2;7.0;0.52;2.64;0.38;0.02;0.91
cenario56_min64_mx4_res50_q10_ord2;O2;8.0;0.5;3.02;0.38;0.03;0.9
cenario56_min64_mx4_res50_q10_ord2;O2;9.0;0.49;3.4;0.38;0.03;0.89
cenario56_min64_mx4_res50_q10_ord2;O2;10.0;0.48;3.78;0.38;0.03;0.89
cenario57_min64_mx8_res30_q5_ord1;O2;-5.0;0.91;-5.55;1.06;0.22;0.92
cenario57_min64_mx8_res30_q5_ord1;O2;-4.5;0.89;-5.02;1.06;0.25;0.93
cenario57_min64_mx8_res30_q5_ord1;O2;-4.0;0.87;-4.49;1.04;0.32;0.94
cenario57_min64_mx8_res30_q5_ord1;O2;-3.5;0.85;-3.97;1.02;0.42;0.95
cenario57_min64_mx8_res30_q5_ord1;O2;-3.0;0.82;-3.47;0.98;0.54;0.96
cenario57_min64_mx8_res30_q5_ord1;O2;-2.5;0.8;-3.0;0.92;0.69;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;-2.0;0.78;-2.55;0.86;0.82;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;-1.5;0.76;-2.13;0.81;0.91;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;-1.0;0.74;-1.74;0.77;0.97;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;-0.5;0.72;-1.36;0.74;0.99;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;0.5;0.7;-0.65;0.69;0.99;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;1.0;0.69;-0.31;0.67;0.98;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;1.5;0.68;0.02;0.64;0.95;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;2.0;0.67;0.33;0.61;0.88;0.99
cenario57_min64_mx8_res30_q5_ord1;O2;2.5;0.65;0.62;0.55;0.75;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;3.0;0.63;0.88;0.48;0.57;0.98
cenario57_min64_mx8_res30_q5_ord1;O2;3.5;0.6;1.11;0.42;0.38;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;4.0;0.58;1.31;0.39;0.24;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;4.5;0.55;1.49;0.37;0.16;0.97
cenario57_min64_mx8_res30_q5_ord1;O2;5.0;0.53;1.67;0.36;0.14;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;-5.0;0.99;-5.93;1.14;0.24;0.9
cenario58_min64_mx8_res30_q5_ord2;O2;-4.5;0.97;-5.36;1.13;0.28;0.91
cenario58_min64_mx8_res30_q5_ord2;O2;-4.0;0.95;-4.8;1.11;0.37;0.91
cenario58_min64_mx8_res30_q5_ord2;O2;-3.5;0.93;-4.26;1.08;0.47;0.92
cenario58_min64_mx8_res30_q5_ord2;O2;-3.0;0.91;-3.72;1.05;0.58;0.93
cenario58_min64_mx8_res30_q5_ord2;O2;-2.5;0.88;-3.21;1.0;0.7;0.93
cenario58_min64_mx8_res30_q5_ord2;O2;-2.0;0.86;-2.72;0.95;0.81;0.94
cenario58_min64_mx8_res30_q5_ord2;O2;-1.5;0.84;-2.25;0.9;0.9;0.95
cenario58_min64_mx8_res30_q5_ord2;O2;-1.0;0.82;-1.82;0.86;0.96;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;-0.5;0.8;-1.4;0.82;0.99;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;0.5;0.77;-0.61;0.76;0.99;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;1.0;0.76;-0.24;0.73;0.98;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;1.5;0.75;0.12;0.71;0.94;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;2.0;0.73;0.46;0.66;0.86;0.97
cenario58_min64_mx8_res30_q5_ord2;O2;2.5;0.71;0.78;0.6;0.72;0.96
cenario58_min64_mx8_res30_q5_ord2;O2;3.0;0.69;1.07;0.53;0.51;0.95
cenario58_min64_mx8_res30_q5_ord2;O2;3.5;0.66;1.31;0.46;0.29;0.95
cenario58_min64_mx8_res30_q5_ord2;O2;4.0;0.63;1.52;0.41;0.12;0.94
cenario58_min64_mx8_res30_q5_ord2;O2;4.5;0.6;1.72;0.39;0.02;0.93
cenario58_min64_mx8_res30_q5_ord2;O2;5.0;0.58;1.91;0.38;-0.01;0.92
cenario59_min64_mx8_res30_q10_ord1;O2;-10.0;1.0;-11.0;1.1;0.01;0.91
cenario59_min64_mx8_res30_q10_ord1;O2;-9.0;0.99;-9.9;1.1;0.02;0.91
cenario59_min64_mx8_res30_q10_ord1;O2;-8.0;0.98;-8.81;1.1;0.05;0.91
cenario59_min64_mx8_res30_q10_ord1;O2;-7.0;0.96;-7.71;1.09;0.08;0.91
cenario59_min64_mx8_res30_q10_ord1;O2;-6.0;0.94;-6.63;1.08;0.13;0.92
cenario59_min64_mx8_res30_q10_ord1;O2;-5.0;0.91;-5.55;1.07;0.21;0.92
cenario59_min64_mx8_res30_q10_ord1;O2;-4.0;0.87;-4.49;1.04;0.34;0.94
cenario59_min64_mx8_res30_q10_ord1;O2;-3.0;0.82;-3.47;0.97;0.56;0.96
cenario59_min64_mx8_res30_q10_ord1;O2;-2.0;0.78;-2.55;0.87;0.81;0.97
cenario59_min64_mx8_res30_q10_ord1;O2;-1.0;0.74;-1.74;0.78;0.96;0.98
cenario59_min64_mx8_res30_q10_ord1;O2;1.0;0.69;-0.31;0.67;0.98;0.99
cenario59_min64_mx8_res30_q10_ord1;O2;2.0;0.67;0.33;0.6;0.86;0.99
cenario59_min64_mx8_res30_q10_ord1;O2;3.0;0.63;0.88;0.49;0.58;0.98
cenario59_min64_mx8_res30_q10_ord1;O2;4.0;0.58;1.31;0.4;0.28;0.97
cenario59_min64_mx8_res30_q10_ord1;O2;5.0;0.53;1.67;0.36;0.15;0.96
cenario59_min64_mx8_res30_q10_ord1;O2;6.0;0.51;2.03;0.36;0.13;0.96
cenario59_min64_mx8_res30_q10_ord1;O2;7.0;0.48;2.39;0.36;0.14;0.96
cenario59_min64_mx8_res30_q10_ord1;O2;8.0;0.47;2.76;0.36;0.14;0.95
cenario59_min64_mx8_res30_q10_ord1;O2;9.0;0.46;3.12;0.36;0.14;0.95
cenario59_min64_mx8_res30_q10_ord1;O2;10.0;0.45;3.48;0.36;0.14;0.95
cenario60_min64_mx8_res30_q10_ord2;O2;-10.0;1.08;-11.82;1.19;-0.07;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;-9.0;1.07;-10.63;1.19;-0.05;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;-8.0;1.06;-9.44;1.18;-0.02;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;-7.0;1.04;-8.26;1.18;0.03;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;-6.0;1.01;-7.09;1.16;0.11;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;-5.0;0.99;-5.93;1.14;0.22;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;-4.0;0.95;-4.8;1.11;0.38;0.91
cenario60_min64_mx8_res30_q10_ord2;O2;-3.0;0.91;-3.72;1.04;0.59;0.93
cenario60_min64_mx8_res30_q10_ord2;O2;-2.0;0.86;-2.72;0.95;0.81;0.94
cenario60_min64_mx8_res30_q10_ord2;O2;-1.0;0.82;-1.82;0.86;0.95;0.96
cenario60_min64_mx8_res30_q10_ord2;O2;1.0;0.76;-0.24;0.73;0.97;0.97
cenario60_min64_mx8_res30_q10_ord2;O2;2.0;0.73;0.46;0.65;0.84;0.97
cenario60_min64_mx8_res30_q10_ord2;O2;3.0;0.69;1.07;0.53;0.52;0.95
cenario60_min64_mx8_res30_q10_ord2;O2;4.0;0.63;1.52;0.42;0.17;0.94
cenario60_min64_mx8_res30_q10_ord2;O2;5.0;0.58;1.91;0.38;0.0;0.92
cenario60_min64_mx8_res30_q10_ord2;O2;6.0;0.55;2.29;0.38;-0.01;0.9
cenario60_min64_mx8_res30_q10_ord2;O2;7.0;0.52;2.67;0.38;0.01;0.89
cenario60_min64_mx8_res30_q10_ord2;O2;8.0;0.51;3.05;0.39;0.04;0.89
cenario60_min64_mx8_res30_q10_ord2;O2;9.0;0.49;3.44;0.39;0.05;0.88
cenario60_min64_mx8_res30_q10_ord2;O2;10.0;0.48;3.83;0.39;0.06;0.87
cenario61_min64_mx8_res50_q5_ord1;O2;-5.0;0.9;-5.51;1.06;0.2;0.93
cenario61_min64_mx8_res50_q5_ord1;O2;-4.5;0.88;-4.98;1.05;0.24;0.93
cenario61_min64_mx8_res50_q5_ord1;O2;-4.0;0.86;-4.45;1.03;0.32;0.94
cenario61_min64_mx8_res50_q5_ord1;O2;-3.5;0.84;-3.94;1.0;0.43;0.95
cenario61_min64_mx8_res50_q5_ord1;O2;-3.0;0.82;-3.45;0.96;0.56;0.96
cenario61_min64_mx8_res50_q5_ord1;O2;-2.5;0.79;-2.98;0.91;0.7;0.97
cenario61_min64_mx8_res50_q5_ord1;O2;-2.0;0.77;-2.54;0.85;0.83;0.97
cenario61_min64_mx8_res50_q5_ord1;O2;-1.5;0.75;-2.12;0.8;0.92;0.98
cenario61_min64_mx8_res50_q5_ord1;O2;-1.0;0.73;-1.73;0.76;0.97;0.98
cenario61_min64_mx8_res50_q5_ord1;O2;-0.5;0.72;-1.36;0.73;0.99;0.98
cenario61_min64_mx8_res50_q5_ord1;O2;0.5;0.7;-0.65;0.69;1.0;0.99
cenario61_min64_mx8_res50_q5_ord1;O2;1.0;0.69;-0.31;0.67;0.98;0.99
cenario61_min64_mx8_res50_q5_ord1;O2;1.5;0.68;0.01;0.64;0.95;0.99
cenario61_min64_mx8_res50_q5_ord1;O2;2.0;0.66;0.33;0.6;0.88;0.99
cenario61_min64_mx8_res50_q5_ord1;O2;2.5;0.65;0.62;0.55;0.75;0.98
cenario61_min64_mx8_res50_q5_ord1;O2;3.0;0.62;0.87;0.48;0.56;0.98
cenario61_min64_mx8_res50_q5_ord1;O2;3.5;0.6;1.1;0.42;0.36;0.98
cenario61_min64_mx8_res50_q5_ord1;O2;4.0;0.57;1.29;0.38;0.22;0.97
cenario61_min64_mx8_res50_q5_ord1;O2;4.5;0.55;1.47;0.36;0.14;0.97
cenario61_min64_mx8_res50_q5_ord1;O2;5.0;0.53;1.65;0.35;0.11;0.97
cenario62_min64_mx8_res50_q5_ord2;O2;-5.0;1.0;-5.99;1.17;0.16;0.9
cenario62_min64_mx8_res50_q5_ord2;O2;-4.5;0.98;-5.41;1.16;0.2;0.91
cenario62_min64_mx8_res50_q5_ord2;O2;-4.0;0.96;-4.83;1.14;0.29;0.91
cenario62_min64_mx8_res50_q5_ord2;O2;-3.5;0.94;-4.27;1.11;0.4;0.92
