Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario57_min64_mx8_res30_q5_ord1;Fp2;-1.5;0.79;-2.18;0.82;0.96;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;-1.0;0.78;-1.78;0.8;0.98;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;-0.5;0.77;-1.39;0.78;1.0;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;0.5;0.75;-0.62;0.74;1.0;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;1.0;0.74;-0.26;0.72;0.98;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;1.5;0.73;0.1;0.7;0.95;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;2.0;0.72;0.44;0.67;0.9;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;2.5;0.71;0.77;0.64;0.83;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;3.0;0.69;1.08;0.61;0.74;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;3.5;0.68;1.38;0.57;0.62;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;4.0;0.66;1.65;0.53;0.49;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;4.5;0.65;1.91;0.51;0.36;0.99
cenario57_min64_mx8_res30_q5_ord1;Fp2;5.0;0.63;2.16;0.49;0.31;0.99
cenario58_min64_mx8_res30_q5_ord2;Fp2;-5.0;0.89;-5.47;0.96;0.68;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-4.5;0.89;-4.99;0.95;0.71;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-4.0;0.88;-4.52;0.94;0.76;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-3.5;0.87;-4.05;0.93;0.81;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-3.0;0.86;-3.59;0.91;0.86;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-2.5;0.86;-3.14;0.9;0.9;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-2.0;0.85;-2.7;0.88;0.94;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-1.5;0.84;-2.26;0.86;0.96;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-1.0;0.83;-1.83;0.85;0.98;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;-0.5;0.82;-1.41;0.83;1.0;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;0.5;0.81;-0.6;0.8;1.0;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;1.0;0.8;-0.2;0.78;0.98;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;1.5;0.79;0.18;0.75;0.95;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;2.0;0.78;0.55;0.72;0.9;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;2.5;0.76;0.91;0.69;0.81;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;3.0;0.75;1.24;0.64;0.68;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;3.5;0.73;1.55;0.59;0.51;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;4.0;0.71;1.83;0.54;0.34;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;4.5;0.69;2.09;0.51;0.19;0.98
cenario58_min64_mx8_res30_q5_ord2;Fp2;5.0;0.67;2.33;0.49;0.12;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-10.0;0.91;-10.08;0.98;0.25;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-9.0;0.9;-9.09;0.98;0.28;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-8.0;0.89;-8.12;0.97;0.33;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-7.0;0.88;-7.15;0.96;0.4;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-6.0;0.86;-6.19;0.95;0.49;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-5.0;0.85;-5.25;0.93;0.61;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-4.0;0.83;-4.33;0.9;0.73;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-3.0;0.82;-3.45;0.87;0.84;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-2.0;0.8;-2.59;0.83;0.93;0.98
cenario59_min64_mx8_res30_q10_ord1;Fp2;-1.0;0.78;-1.78;0.8;0.98;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;1.0;0.74;-0.26;0.72;0.98;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;2.0;0.72;0.44;0.67;0.9;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;3.0;0.69;1.08;0.6;0.73;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;4.0;0.66;1.65;0.54;0.5;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;5.0;0.63;2.16;0.49;0.27;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;6.0;0.6;2.62;0.46;0.12;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;7.0;0.58;3.07;0.44;0.04;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;8.0;0.56;3.51;0.44;-0.01;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;9.0;0.55;3.95;0.44;-0.03;0.99
cenario59_min64_mx8_res30_q10_ord1;Fp2;10.0;0.54;4.38;0.43;-0.04;0.99
cenario60_min64_mx8_res30_q10_ord2;Fp2;-10.0;0.95;-10.47;1.02;0.28;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-9.0;0.94;-9.45;1.02;0.3;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-8.0;0.93;-8.44;1.01;0.37;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-7.0;0.92;-7.44;1.0;0.45;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-6.0;0.91;-6.44;0.98;0.55;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-5.0;0.89;-5.47;0.96;0.65;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-4.0;0.88;-4.52;0.94;0.76;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-3.0;0.86;-3.59;0.91;0.86;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-2.0;0.85;-2.7;0.88;0.94;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;-1.0;0.83;-1.83;0.85;0.98;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;1.0;0.8;-0.2;0.77;0.98;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;2.0;0.78;0.55;0.72;0.89;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;3.0;0.75;1.24;0.64;0.67;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;4.0;0.71;1.83;0.55;0.36;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;5.0;0.67;2.33;0.49;0.1;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;6.0;0.63;2.8;0.46;-0.06;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;7.0;0.61;3.25;0.45;-0.13;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;8.0;0.59;3.69;0.44;-0.16;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;9.0;0.57;4.13;0.44;-0.17;0.98
cenario60_min64_mx8_res30_q10_ord2;Fp2;10.0;0.56;4.57;0.44;-0.17;0.97
cenario61_min64_mx8_res50_q5_ord1;Fp2;-5.0;0.85;-5.26;0.93;0.59;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-4.5;0.84;-4.79;0.93;0.63;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-4.0;0.83;-4.33;0.91;0.7;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-3.5;0.82;-3.88;0.89;0.77;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-3.0;0.81;-3.44;0.87;0.83;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-2.5;0.8;-3.01;0.85;0.88;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-2.0;0.8;-2.59;0.83;0.92;0.98
cenario61_min64_mx8_res50_q5_ord1;Fp2;-1.5;0.79;-2.18;0.81;0.96;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;-1.0;0.78;-1.78;0.8;0.98;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;-0.5;0.77;-1.38;0.78;1.0;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;0.5;0.75;-0.63;0.74;0.99;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;1.0;0.74;-0.26;0.72;0.98;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;1.5;0.73;0.09;0.69;0.95;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;2.0;0.71;0.43;0.67;0.9;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;2.5;0.7;0.76;0.64;0.83;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;3.0;0.69;1.07;0.6;0.74;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;3.5;0.67;1.36;0.56;0.62;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;4.0;0.66;1.63;0.53;0.49;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;4.5;0.64;1.89;0.5;0.36;0.99
cenario61_min64_mx8_res50_q5_ord1;Fp2;5.0;0.63;2.13;0.49;0.3;0.99
cenario62_min64_mx8_res50_q5_ord2;Fp2;-5.0;0.89;-5.46;0.96;0.68;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-4.5;0.89;-4.99;0.95;0.71;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-4.0;0.88;-4.51;0.94;0.76;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-3.5;0.87;-4.05;0.92;0.81;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-3.0;0.86;-3.59;0.91;0.86;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-2.5;0.86;-3.14;0.89;0.9;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-2.0;0.85;-2.69;0.88;0.94;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-1.5;0.84;-2.26;0.86;0.96;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-1.0;0.83;-1.83;0.85;0.98;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;-0.5;0.82;-1.41;0.83;1.0;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;0.5;0.8;-0.6;0.8;1.0;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;1.0;0.8;-0.2;0.77;0.98;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;1.5;0.78;0.18;0.75;0.95;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;2.0;0.77;0.55;0.72;0.89;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;2.5;0.76;0.9;0.68;0.8;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;3.0;0.74;1.23;0.63;0.67;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;3.5;0.72;1.53;0.58;0.51;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;4.0;0.7;1.81;0.54;0.34;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;4.5;0.68;2.06;0.5;0.18;0.98
cenario62_min64_mx8_res50_q5_ord2;Fp2;5.0;0.66;2.31;0.48;0.12;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;-10.0;0.92;-10.19;1.01;0.13;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-9.0;0.91;-9.18;1.0;0.16;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-8.0;0.9;-8.18;0.99;0.22;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-7.0;0.88;-7.19;0.98;0.31;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-6.0;0.87;-6.22;0.97;0.42;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-5.0;0.85;-5.26;0.94;0.56;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-4.0;0.83;-4.33;0.91;0.7;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-3.0;0.81;-3.44;0.87;0.83;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-2.0;0.8;-2.59;0.83;0.92;0.98
cenario63_min64_mx8_res50_q10_ord1;Fp2;-1.0;0.78;-1.78;0.8;0.98;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;1.0;0.74;-0.26;0.71;0.98;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;2.0;0.71;0.43;0.66;0.9;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;3.0;0.69;1.07;0.6;0.74;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;4.0;0.66;1.63;0.53;0.5;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;5.0;0.63;2.13;0.48;0.27;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;6.0;0.6;2.59;0.45;0.11;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;7.0;0.58;3.03;0.44;0.03;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;8.0;0.56;3.46;0.43;-0.02;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;9.0;0.54;3.89;0.43;-0.04;0.99
cenario63_min64_mx8_res50_q10_ord1;Fp2;10.0;0.53;4.32;0.43;-0.04;0.99
cenario64_min64_mx8_res50_q10_ord2;Fp2;-10.0;0.94;-10.45;1.02;0.29;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-9.0;0.94;-9.43;1.01;0.32;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-8.0;0.93;-8.42;1.01;0.38;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-7.0;0.92;-7.42;0.99;0.46;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-6.0;0.91;-6.43;0.98;0.56;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-5.0;0.89;-5.46;0.96;0.66;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-4.0;0.88;-4.51;0.94;0.77;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-3.0;0.86;-3.59;0.91;0.86;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-2.0;0.85;-2.69;0.88;0.94;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;-1.0;0.83;-1.83;0.85;0.98;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;1.0;0.8;-0.2;0.77;0.98;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;2.0;0.77;0.55;0.71;0.88;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;3.0;0.74;1.23;0.63;0.67;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;4.0;0.7;1.81;0.54;0.36;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;5.0;0.66;2.31;0.48;0.09;0.99
cenario64_min64_mx8_res50_q10_ord2;Fp2;6.0;0.63;2.77;0.45;-0.05;0.99
cenario64_min64_mx8_res50_q10_ord2;Fp2;7.0;0.6;3.21;0.44;-0.11;0.99
cenario64_min64_mx8_res50_q10_ord2;Fp2;8.0;0.58;3.65;0.44;-0.13;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;9.0;0.57;4.09;0.44;-0.13;0.98
cenario64_min64_mx8_res50_q10_ord2;Fp2;10.0;0.55;4.54;0.44;-0.13;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-5.0;0.86;-5.32;0.95;0.57;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-4.5;0.85;-4.85;0.94;0.61;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-4.0;0.85;-4.38;0.92;0.68;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-3.5;0.83;-3.92;0.91;0.75;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-3.0;0.82;-3.47;0.89;0.82;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-2.5;0.81;-3.04;0.87;0.87;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-2.0;0.8;-2.61;0.84;0.92;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-1.5;0.79;-2.19;0.82;0.95;0.98
cenario65_min64_mx10_res30_q5_ord1;Fp2;-1.0;0.78;-1.78;0.8;0.98;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;-0.5;0.77;-1.39;0.78;1.0;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;0.5;0.75;-0.62;0.74;0.99;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;1.0;0.74;-0.26;0.72;0.98;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;1.5;0.73;0.1;0.7;0.95;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;2.0;0.72;0.44;0.67;0.9;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;2.5;0.71;0.77;0.64;0.83;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;3.0;0.7;1.09;0.61;0.74;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;3.5;0.68;1.38;0.58;0.63;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;4.0;0.67;1.66;0.54;0.51;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;4.5;0.65;1.93;0.52;0.39;0.99
cenario65_min64_mx10_res30_q5_ord1;Fp2;5.0;0.64;2.18;0.5;0.34;0.99
cenario66_min64_mx10_res30_q5_ord2;Fp2;-5.0;0.91;-5.56;0.99;0.61;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-4.5;0.9;-5.06;0.98;0.65;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-4.0;0.89;-4.58;0.96;0.73;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-3.5;0.89;-4.1;0.94;0.79;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-3.0;0.88;-3.63;0.93;0.85;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-2.5;0.87;-3.17;0.91;0.9;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-2.0;0.86;-2.72;0.89;0.94;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-1.5;0.85;-2.28;0.88;0.96;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-1.0;0.85;-1.85;0.86;0.98;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;-0.5;0.84;-1.42;0.85;1.0;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;0.5;0.82;-0.59;0.81;1.0;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;1.0;0.81;-0.19;0.79;0.98;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;1.5;0.8;0.2;0.77;0.95;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;2.0;0.79;0.58;0.74;0.9;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;2.5;0.78;0.94;0.7;0.81;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;3.0;0.76;1.28;0.66;0.68;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;3.5;0.74;1.6;0.61;0.52;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;4.0;0.72;1.89;0.56;0.35;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;4.5;0.7;2.16;0.53;0.21;0.98
cenario66_min64_mx10_res30_q5_ord2;Fp2;5.0;0.68;2.42;0.51;0.15;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;-10.0;0.93;-10.33;1.02;0.12;0.97
cenario67_min64_mx10_res30_q10_ord1;Fp2;-9.0;0.92;-9.31;1.02;0.15;0.97
cenario67_min64_mx10_res30_q10_ord1;Fp2;-8.0;0.91;-8.29;1.01;0.21;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-7.0;0.9;-7.29;1.0;0.29;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-6.0;0.88;-6.29;0.98;0.4;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-5.0;0.86;-5.32;0.96;0.54;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-4.0;0.85;-4.38;0.92;0.68;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-3.0;0.82;-3.47;0.89;0.82;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-2.0;0.8;-2.61;0.85;0.92;0.98
cenario67_min64_mx10_res30_q10_ord1;Fp2;-1.0;0.78;-1.78;0.8;0.98;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;1.0;0.74;-0.26;0.72;0.98;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;2.0;0.72;0.44;0.67;0.9;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;3.0;0.7;1.09;0.61;0.74;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;4.0;0.67;1.66;0.55;0.52;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;5.0;0.64;2.18;0.5;0.31;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;6.0;0.61;2.65;0.47;0.16;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;7.0;0.59;3.11;0.46;0.07;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;8.0;0.57;3.56;0.45;0.03;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;9.0;0.56;4.01;0.45;0.0;0.99
cenario67_min64_mx10_res30_q10_ord1;Fp2;10.0;0.55;4.46;0.45;-0.0;0.99
cenario68_min64_mx10_res30_q10_ord2;Fp2;-10.0;0.98;-10.81;1.08;0.06;0.97
cenario68_min64_mx10_res30_q10_ord2;Fp2;-9.0;0.97;-9.74;1.07;0.09;0.97
cenario68_min64_mx10_res30_q10_ord2;Fp2;-8.0;0.96;-8.67;1.06;0.16;0.97
cenario68_min64_mx10_res30_q10_ord2;Fp2;-7.0;0.94;-7.61;1.05;0.27;0.97
cenario68_min64_mx10_res30_q10_ord2;Fp2;-6.0;0.93;-6.57;1.03;0.41;0.97
cenario68_min64_mx10_res30_q10_ord2;Fp2;-5.0;0.91;-5.56;1.0;0.57;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;-4.0;0.89;-4.58;0.96;0.73;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;-3.0;0.88;-3.63;0.93;0.85;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;-2.0;0.86;-2.72;0.89;0.94;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;-1.0;0.85;-1.85;0.86;0.98;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;1.0;0.81;-0.19;0.79;0.98;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;2.0;0.79;0.58;0.74;0.89;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;3.0;0.76;1.28;0.65;0.68;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;4.0;0.72;1.89;0.57;0.38;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;5.0;0.68;2.42;0.51;0.13;0.99
cenario68_min64_mx10_res30_q10_ord2;Fp2;6.0;0.65;2.91;0.48;-0.01;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;7.0;0.63;3.38;0.48;-0.06;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;8.0;0.61;3.86;0.47;-0.07;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;9.0;0.59;4.33;0.47;-0.07;0.98
cenario68_min64_mx10_res30_q10_ord2;Fp2;10.0;0.58;4.8;0.47;-0.07;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-5.0;0.87;-5.34;0.96;0.56;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-4.5;0.86;-4.86;0.95;0.6;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-4.0;0.85;-4.4;0.93;0.68;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-3.5;0.84;-3.93;0.91;0.75;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-3.0;0.83;-3.48;0.89;0.81;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-2.5;0.82;-3.04;0.87;0.87;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-2.0;0.81;-2.61;0.85;0.92;0.98
cenario69_min64_mx10_res50_q5_ord1;Fp2;-1.5;0.8;-2.19;0.83;0.95;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;-1.0;0.79;-1.79;0.81;0.98;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;-0.5;0.78;-1.39;0.79;0.99;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;0.5;0.75;-0.62;0.74;0.99;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;1.0;0.74;-0.26;0.72;0.98;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;1.5;0.73;0.1;0.7;0.95;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;2.0;0.72;0.44;0.67;0.9;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;2.5;0.71;0.77;0.64;0.82;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;3.0;0.69;1.08;0.6;0.71;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;3.5;0.68;1.36;0.56;0.58;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;4.0;0.66;1.63;0.52;0.44;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;4.5;0.64;1.88;0.49;0.3;0.99
cenario69_min64_mx10_res50_q5_ord1;Fp2;5.0;0.62;2.12;0.47;0.24;0.99
cenario70_min64_mx10_res50_q5_ord2;Fp2;-5.0;0.91;-5.54;0.98;0.66;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-4.5;0.9;-5.05;0.97;0.69;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-4.0;0.89;-4.57;0.95;0.75;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-3.5;0.88;-4.09;0.94;0.8;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-3.0;0.88;-3.63;0.92;0.85;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-2.5;0.87;-3.17;0.91;0.9;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-2.0;0.86;-2.72;0.89;0.93;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-1.5;0.85;-2.28;0.88;0.96;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-1.0;0.84;-1.84;0.86;0.98;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;-0.5;0.83;-1.42;0.84;1.0;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;0.5;0.82;-0.59;0.81;1.0;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;1.0;0.81;-0.19;0.79;0.98;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;1.5;0.8;0.2;0.77;0.95;0.98
cenario70_min64_mx10_res50_q5_ord2;Fp2;2.0;0.79;0.58;0.74;0.9;0.98
